date,year,month,weekday,station314,station304
2017-05-06,2017,5,Sunday,-99.9,0.01
2017-05-07,2017,5,Monday,-99.9,0
2017-05-08,2017,5,Tuesday,-99.9,0
2017-05-09,2017,5,Wednesday,-99.9,0.44
2017-05-10,2017,5,Thursday,-99.9,0.03
2017-05-11,2017,5,Friday,-99.9,0.97
2017-05-12,2017,5,Saturday,-99.9,0
2017-05-13,2017,5,Sunday,-99.9,0
2017-05-14,2017,5,Monday,-99.9,0
2017-05-15,2017,5,Tuesday,-99.9,0
2017-05-16,2017,5,Wednesday,0,0
2017-05-17,2017,5,Thursday,-99.9,0
2017-05-18,2017,5,Friday,-99.9,0
2017-05-19,2017,5,Saturday,-99.9,0
2017-05-20,2017,5,Sunday,-99.9,0.31
2017-05-21,2017,5,Monday,-99.9,0.5
2017-05-22,2017,5,Tuesday,0,0
2017-05-23,2017,5,Wednesday,0.02,0.01
2017-05-24,2017,5,Thursday,0.01,0.11
2017-05-25,2017,5,Friday,0.18,0.12
2017-05-26,2017,5,Saturday,0,0
2017-05-27,2017,5,Sunday,0.27,0.29
2017-05-28,2017,5,Monday,0,0
2017-05-29,2017,5,Tuesday,0.01,0.01
2017-05-30,2017,5,Wednesday,0,0
2017-05-31,2017,5,Thursday,0,0
2017-06-01,2017,6,Friday,0,0
2017-06-02,2017,6,Saturday,0,0
2017-06-03,2017,6,Sunday,0,0
2017-06-04,2017,6,Monday,0,0
2017-06-05,2017,6,Tuesday,0.14,0.16
2017-06-06,2017,6,Wednesday,0,0
2017-06-07,2017,6,Thursday,0,0
2017-06-08,2017,6,Friday,0,0
2017-06-09,2017,6,Saturday,0.02,0
2017-06-10,2017,6,Sunday,0.02,0.03
2017-06-11,2017,6,Monday,0,0
2017-06-12,2017,6,Tuesday,0,0
2017-06-13,2017,6,Wednesday,0,0
2017-06-14,2017,6,Thursday,0.09,0.04
2017-06-15,2017,6,Friday,0.29,0.3
2017-06-16,2017,6,Saturday,0.03,0.02
2017-06-17,2017,6,Sunday,0.01,0.01
2017-06-18,2017,6,Monday,0.26,0.21
2017-06-19,2017,6,Tuesday,0,0
2017-06-20,2017,6,Wednesday,0.03,0
2017-06-21,2017,6,Thursday,0.17,0.27
2017-06-22,2017,6,Friday,0,0
2017-06-23,2017,6,Saturday,0.72,0.46
2017-06-24,2017,6,Sunday,0,0.06
2017-06-25,2017,6,Monday,0,0
2017-06-26,2017,6,Tuesday,0,0
2017-06-27,2017,6,Wednesday,0.05,0.11
2017-06-28,2017,6,Thursday,0,0
2017-06-29,2017,6,Friday,0,0.02
2017-06-30,2017,6,Saturday,0.74,0.82
2017-07-01,2017,7,Sunday,0.07,0.08
2017-07-02,2017,7,Monday,0,0
2017-07-03,2017,7,Tuesday,0.04,0
2017-07-04,2017,7,Wednesday,0,0.02
2017-07-05,2017,7,Thursday,0,0
2017-07-06,2017,7,Friday,0,0
2017-07-07,2017,7,Saturday,0,0
2017-07-08,2017,7,Sunday,0.04,0.08
2017-07-09,2017,7,Monday,0,0
2017-07-10,2017,7,Tuesday,0.04,0.08
2017-07-11,2017,7,Wednesday,0.31,0.26
2017-07-12,2017,7,Thursday,0,0
2017-07-13,2017,7,Friday,0.63,0.68
2017-07-14,2017,7,Saturday,0,0
2017-07-15,2017,7,Sunday,0,0
2017-07-16,2017,7,Monday,0,0
2017-07-17,2017,7,Tuesday,0,0
2017-07-18,2017,7,Wednesday,0,0
2017-07-19,2017,7,Thursday,0,0
2017-07-20,2017,7,Friday,0.5,0.2
2017-07-21,2017,7,Saturday,0.81,0.8
2017-07-22,2017,7,Sunday,2.26,2.93
2017-07-23,2017,7,Monday,0,0.08
2017-07-24,2017,7,Tuesday,0.18,0.04
2017-07-25,2017,7,Wednesday,0,0
2017-07-26,2017,7,Thursday,0,0
2017-07-27,2017,7,Friday,0.02,0.02
2017-07-28,2017,7,Saturday,0.27,0
2017-07-29,2017,7,Sunday,0,0
2017-07-30,2017,7,Monday,0,0
2017-07-31,2017,7,Tuesday,0,0
2017-08-01,2017,8,Wednesday,0,0
2017-08-02,2017,8,Thursday,0,0
2017-08-03,2017,8,Friday,0.02,1.16
2017-08-04,2017,8,Saturday,1.34,1.15
2017-08-05,2017,8,Sunday,0.03,0.02
2017-08-06,2017,8,Monday,0,0
2017-08-07,2017,8,Tuesday,0,0
2017-08-08,2017,8,Wednesday,0,0
2017-08-09,2017,8,Thursday,0,0
2017-08-10,2017,8,Friday,0,0
2017-08-11,2017,8,Saturday,0,0
2017-08-12,2017,8,Sunday,0,0
2017-08-13,2017,8,Monday,0,0
2017-08-14,2017,8,Tuesday,0,0
2017-08-15,2017,8,Wednesday,-99.9,0
2017-08-16,2017,8,Thursday,0,0
2017-08-17,2017,8,Friday,0,0.01
2017-08-18,2017,8,Saturday,0.06,0
2017-08-19,2017,8,Sunday,0.43,0.34
2017-08-20,2017,8,Monday,0,0
2017-08-21,2017,8,Tuesday,0,0.41
2017-08-22,2017,8,Wednesday,0.42,0.37
2017-08-23,2017,8,Thursday,0,0
2017-08-24,2017,8,Friday,0,0
2017-08-25,2017,8,Saturday,0,0
2017-08-26,2017,8,Sunday,0,0
2017-08-27,2017,8,Monday,0,0
2017-08-28,2017,8,Tuesday,-99.9,0.05
2017-08-29,2017,8,Wednesday,-99.9,0
2017-08-30,2017,8,Thursday,-99.9,0.01
2017-08-31,2017,8,Friday,-99.9,0
2017-09-01,2017,9,Saturday,-99.9,0
2017-09-02,2017,9,Sunday,0,0
2017-09-03,2017,9,Monday,0.11,0.1
2017-09-04,2017,9,Tuesday,0,0
2017-09-05,2017,9,Wednesday,0.01,0
2017-09-06,2017,9,Thursday,0,0.01
2017-09-07,2017,9,Friday,0,0
2017-09-08,2017,9,Saturday,0.01,0
2017-09-09,2017,9,Sunday,0,0
2017-09-10,2017,9,Monday,0,0
2017-09-11,2017,9,Tuesday,0,0
2017-09-12,2017,9,Wednesday,0,0
2017-09-13,2017,9,Thursday,0.03,0.01
2017-09-14,2017,9,Friday,0,0.05
2017-09-15,2017,9,Saturday,0,0
2017-09-16,2017,9,Sunday,0,0
2017-09-17,2017,9,Monday,0,0
2017-09-18,2017,9,Tuesday,0.06,0
2017-09-19,2017,9,Wednesday,0.72,0.93
2017-09-20,2017,9,Thursday,0.02,0
2017-09-21,2017,9,Friday,0,0
2017-09-22,2017,9,Saturday,0,0
2017-09-23,2017,9,Sunday,0,0
2017-09-24,2017,9,Monday,0,0
2017-09-25,2017,9,Tuesday,0,0
2017-09-26,2017,9,Wednesday,0,0
2017-09-27,2017,9,Thursday,0,0
2017-09-28,2017,9,Friday,0,0
2017-09-29,2017,9,Saturday,0,0
2017-09-30,2017,9,Sunday,0,0
2017-10-01,2017,10,Monday,0,0
2017-10-02,2017,10,Tuesday,0,0
2017-10-03,2017,10,Wednesday,0,0
2017-10-04,2017,10,Thursday,0.06,0.05
2017-10-05,2017,10,Friday,0.03,0.01
2017-10-06,2017,10,Saturday,0.54,0.44
2017-10-07,2017,10,Sunday,0.09,0.16
2017-10-08,2017,10,Monday,0.38,0.38
2017-10-09,2017,10,Tuesday,0,0
2017-10-10,2017,10,Wednesday,0,0
2017-10-11,2017,10,Thursday,1.07,1.11
2017-10-12,2017,10,Friday,0.02,0.01
2017-10-13,2017,10,Saturday,0,0
2017-10-14,2017,10,Sunday,-99.9,0.16
2017-10-15,2017,10,Monday,-99.9,2.08
2017-10-16,2017,10,Tuesday,0,0.02
2017-10-17,2017,10,Wednesday,0,0
2017-10-18,2017,10,Thursday,0,0
2017-10-19,2017,10,Friday,0,0
2017-10-20,2017,10,Saturday,0,0
2017-10-21,2017,10,Sunday,0,0
2017-10-22,2017,10,Monday,0,0
2017-10-23,2017,10,Tuesday,1.41,1.38
2017-10-24,2017,10,Wednesday,0.86,0.81
2017-10-25,2017,10,Thursday,0.36,0.44
2017-10-26,2017,10,Friday,0,0
2017-10-27,2017,10,Saturday,0,0
2017-10-28,2017,10,Sunday,0.02,0.01
2017-10-29,2017,10,Monday,0.01,0.01
2017-10-30,2017,10,Tuesday,0,-99.9
2017-10-31,2017,10,Wednesday,0,-99.9
2017-11-01,2017,11,Thursday,0,0
2017-11-02,2017,11,Friday,0.32,0.29
2017-11-03,2017,11,Saturday,0.06,0.06
2017-11-04,2017,11,Sunday,0,0.01
2017-11-05,2017,11,Monday,0.37,0.19
2017-11-06,2017,11,Tuesday,0.31,0.5
2017-11-07,2017,11,Wednesday,0,0.01
2017-11-08,2017,11,Thursday,0,0
2017-11-09,2017,11,Friday,0,0
2017-11-10,2017,11,Saturday,0,0
2017-11-11,2017,11,Sunday,0,0
2017-11-12,2017,11,Monday,0,0.02
2017-11-13,2017,11,Tuesday,0.13,0.11
2017-11-14,2017,11,Wednesday,0,0
2017-11-15,2017,11,Thursday,0.04,0.02
2017-11-16,2017,11,Friday,0.27,0.37
2017-11-17,2017,11,Saturday,0,0
2017-11-18,2017,11,Sunday,0.61,0.66
2017-11-19,2017,11,Monday,0.73,0.83
2017-11-20,2017,11,Tuesday,0,0
2017-11-21,2017,11,Wednesday,0,0
2017-11-22,2017,11,Thursday,0.02,0
2017-11-23,2017,11,Friday,0,0
2017-11-24,2017,11,Saturday,0,0
2017-11-25,2017,11,Sunday,0,0
2017-11-26,2017,11,Monday,0,0
2017-11-27,2017,11,Tuesday,0,0
2017-11-28,2017,11,Wednesday,0,0
2017-11-29,2017,11,Thursday,0,0
2017-11-30,2017,11,Friday,0.02,0
2017-12-01,2017,12,Saturday,0,0
2017-12-02,2017,12,Sunday,0,0
2017-12-03,2017,12,Monday,0,0
2017-12-04,2017,12,Tuesday,0,0
2017-12-05,2017,12,Wednesday,0,0
2017-12-06,2017,12,Thursday,0,0
2017-12-07,2017,12,Friday,0,0
2017-12-08,2017,12,Saturday,0,0
2017-12-09,2017,12,Sunday,0.05,0.11
2017-12-10,2017,12,Monday,0.04,0
2017-12-11,2017,12,Tuesday,0,0
2017-12-12,2017,12,Wednesday,0.02,0.02
2017-12-13,2017,12,Thursday,0,0
2017-12-14,2017,12,Friday,0.01,0
2017-12-15,2017,12,Saturday,0,0
2017-12-16,2017,12,Sunday,0,0
2017-12-17,2017,12,Monday,0,0
2017-12-18,2017,12,Tuesday,0.01,0.02
2017-12-19,2017,12,Wednesday,0.02,0
2017-12-20,2017,12,Thursday,0,0
2017-12-21,2017,12,Friday,0,0
2017-12-22,2017,12,Saturday,0,0.01
2017-12-23,2017,12,Sunday,0,0
2017-12-24,2017,12,Monday,0,0
2017-12-25,2017,12,Tuesday,0.28,0
2017-12-26,2017,12,Wednesday,0,0
2017-12-27,2017,12,Thursday,0,0
2017-12-28,2017,12,Friday,0,0
2017-12-29,2017,12,Saturday,0.04,0
2017-12-30,2017,12,Sunday,0.11,0.28
2017-12-31,2017,12,Monday,0,0
2018-01-01,2018,1,Tuesday,0,0
2018-01-02,2018,1,Wednesday,0,0
2018-01-03,2018,1,Thursday,0.02,0
2018-01-04,2018,1,Friday,0.04,0
2018-01-05,2018,1,Saturday,0,0
2018-01-06,2018,1,Sunday,0,0
2018-01-07,2018,1,Monday,0,0
2018-01-08,2018,1,Tuesday,0.12,0.15
2018-01-09,2018,1,Wednesday,0,0
2018-01-10,2018,1,Thursday,0.03,0.03
2018-01-11,2018,1,Friday,0.06,0.12
2018-01-12,2018,1,Saturday,0.31,0.38
2018-01-13,2018,1,Sunday,0.11,0.02
2018-01-14,2018,1,Monday,0,0
2018-01-15,2018,1,Tuesday,0.15,0.2
2018-01-16,2018,1,Wednesday,0.11,0.02
2018-01-17,2018,1,Thursday,0.18,0
2018-01-18,2018,1,Friday,0,0
2018-01-19,2018,1,Saturday,0,0
2018-01-20,2018,1,Sunday,0,0
2018-01-21,2018,1,Monday,0,0
2018-01-22,2018,1,Tuesday,0.28,0.29
2018-01-23,2018,1,Wednesday,-99.9,0.1
2018-01-24,2018,1,Thursday,0,0.04
2018-01-25,2018,1,Friday,0.02,0
2018-01-26,2018,1,Saturday,0,0
2018-01-27,2018,1,Sunday,-99.9,0
2018-01-28,2018,1,Monday,0,0
2018-01-29,2018,1,Tuesday,0,0
2018-01-30,2018,1,Wednesday,0.02,0.03
2018-01-31,2018,1,Thursday,0,0
2018-02-01,2018,2,Friday,0,0
2018-02-02,2018,2,Saturday,0,0
2018-02-03,2018,2,Sunday,0,0
2018-02-04,2018,2,Monday,0.2,0.24
2018-02-05,2018,2,Tuesday,0.18,0.16
2018-02-06,2018,2,Wednesday,0.22,0.21
2018-02-07,2018,2,Thursday,0.16,0.12
2018-02-08,2018,2,Friday,0,0
2018-02-09,2018,2,Saturday,0.41,0.24
2018-02-10,2018,2,Sunday,0.32,0.32
2018-02-11,2018,2,Monday,0.27,0.33
2018-02-12,2018,2,Tuesday,0.02,0.01
2018-02-13,2018,2,Wednesday,0,0
2018-02-14,2018,2,Thursday,0,0
2018-02-15,2018,2,Friday,0,0
2018-02-16,2018,2,Saturday,0.31,0.21
2018-02-17,2018,2,Sunday,0,0
2018-02-18,2018,2,Monday,0.21,0.09
2018-02-19,2018,2,Tuesday,0.08,0.08
2018-02-20,2018,2,Wednesday,2.48,3.89
2018-02-21,2018,2,Thursday,1.98,2.35
2018-02-22,2018,2,Friday,0,0
2018-02-23,2018,2,Saturday,0.04,0.07
2018-02-24,2018,2,Sunday,0.01,0
2018-02-25,2018,2,Monday,0.06,0
2018-02-26,2018,2,Tuesday,0,0
2018-02-27,2018,2,Wednesday,0,0
2018-02-28,2018,2,Thursday,0.02,0
2018-03-01,2018,3,Friday,0.11,0.19
2018-03-02,2018,3,Saturday,0.44,0.38
2018-03-03,2018,3,Sunday,0,0
2018-03-04,2018,3,Monday,0,0
2018-03-05,2018,3,Tuesday,0,0
2018-03-06,2018,3,Wednesday,0.06,0.12
2018-03-07,2018,3,Thursday,0.12,0.12
2018-03-08,2018,3,Friday,0,0
2018-03-09,2018,3,Saturday,0,0
2018-03-10,2018,3,Sunday,0,0
2018-03-11,2018,3,Monday,0,0
2018-03-12,2018,3,Tuesday,0,0
2018-03-13,2018,3,Wednesday,0.03,0
2018-03-14,2018,3,Thursday,0,0
2018-03-15,2018,3,Friday,0,0
2018-03-16,2018,3,Saturday,0,0
2018-03-17,2018,3,Sunday,0.2,0.29
2018-03-18,2018,3,Monday,0,0
2018-03-19,2018,3,Tuesday,0,0
2018-03-20,2018,3,Wednesday,0,0
2018-03-21,2018,3,Thursday,0,0
2018-03-22,2018,3,Friday,0,0
2018-03-23,2018,3,Saturday,0,0
2018-03-24,2018,3,Sunday,0,0
2018-03-25,2018,3,Monday,0,0
2018-03-26,2018,3,Tuesday,0,0
2018-03-27,2018,3,Wednesday,0.38,0.43
2018-03-28,2018,3,Thursday,0.04,0.08
2018-03-29,2018,3,Friday,0.06,0.03
2018-03-30,2018,3,Saturday,0.02,0.03
2018-03-31,2018,3,Sunday,0,0
2018-04-01,2018,4,Monday,0.04,0
2018-04-02,2018,4,Tuesday,0,0
2018-04-03,2018,4,Wednesday,0.03,0.04
2018-04-04,2018,4,Thursday,0.18,0.16
2018-04-05,2018,4,Friday,0,0
2018-04-06,2018,4,Saturday,0.08,0.07
2018-04-07,2018,4,Sunday,0,0
2018-04-08,2018,4,Monday,0,0
2018-04-09,2018,4,Tuesday,0.18,0.06
2018-04-10,2018,4,Wednesday,0.03,0.01
2018-04-11,2018,4,Thursday,0,0
2018-04-12,2018,4,Friday,0.01,0
2018-04-13,2018,4,Saturday,0,0
2018-04-14,2018,4,Sunday,0.68,0.64
2018-04-15,2018,4,Monday,0.47,0.49
2018-04-16,2018,4,Tuesday,0.41,0.21
2018-04-17,2018,4,Wednesday,0.07,0
2018-04-18,2018,4,Thursday,0,0
2018-04-19,2018,4,Friday,0.17,0.13
2018-04-20,2018,4,Saturday,0,0
2018-04-21,2018,4,Sunday,0,0
2018-04-22,2018,4,Monday,0,0
2018-04-23,2018,4,Tuesday,0,0
2018-04-24,2018,4,Wednesday,0.04,0.02
2018-04-25,2018,4,Thursday,0,0
2018-04-26,2018,4,Friday,0,0
2018-04-27,2018,4,Saturday,0,0
2018-04-28,2018,4,Sunday,0.03,0.02
2018-04-29,2018,4,Monday,0,0
2018-04-30,2018,4,Tuesday,0,0
2018-05-01,2018,5,Wednesday,0,0
2018-05-02,2018,5,Thursday,1.08,0
2018-05-03,2018,5,Friday,0.04,1.51
2018-05-04,2018,5,Saturday,0,0.05
2018-05-05,2018,5,Sunday,0,0.01
2018-05-06,2018,5,Monday,0,0
2018-05-07,2018,5,Tuesday,0,0
2018-05-08,2018,5,Wednesday,0,0
2018-05-09,2018,5,Thursday,0,0
2018-05-10,2018,5,Friday,0.17,0.36
2018-05-11,2018,5,Saturday,0.18,0.23
2018-05-12,2018,5,Sunday,0.04,0.04
2018-05-13,2018,5,Monday,0.29,0.54
2018-05-14,2018,5,Tuesday,0.02,0.14
2018-05-15,2018,5,Wednesday,0.2,0.05
2018-05-16,2018,5,Thursday,0,0
2018-05-17,2018,5,Friday,0,0
2018-05-18,2018,5,Saturday,0,0
2018-05-19,2018,5,Sunday,0.23,0.34
2018-05-20,2018,5,Monday,0.05,0.01
2018-05-21,2018,5,Tuesday,0.07,0.18
2018-05-22,2018,5,Wednesday,0.18,0.16
2018-05-23,2018,5,Thursday,0,0
2018-05-24,2018,5,Friday,0,0
2018-05-25,2018,5,Saturday,0,0
2018-05-26,2018,5,Sunday,0,0
2018-05-27,2018,5,Monday,0,0
2018-05-28,2018,5,Tuesday,0,0
2018-05-29,2018,5,Wednesday,0,0
2018-05-30,2018,5,Thursday,0,0
2018-05-31,2018,5,Friday,0.87,0.43
2018-06-01,2018,6,Saturday,0.03,0
2018-06-02,2018,6,Sunday,0,0
2018-06-03,2018,6,Monday,0.09,0.11
2018-06-04,2018,6,Tuesday,0,0
2018-06-05,2018,6,Wednesday,0,0
2018-06-06,2018,6,Thursday,0,0.01
2018-06-07,2018,6,Friday,0,0
2018-06-08,2018,6,Saturday,0,0
2018-06-09,2018,6,Sunday,0.04,0.09
2018-06-10,2018,6,Monday,0.21,0.27
2018-06-11,2018,6,Tuesday,0.19,0.22
2018-06-12,2018,6,Wednesday,0.02,0.02
2018-06-13,2018,6,Thursday,0,0
2018-06-14,2018,6,Friday,0,0
2018-06-15,2018,6,Saturday,0,0
2018-06-16,2018,6,Sunday,0.08,0.11
2018-06-17,2018,6,Monday,0,0
2018-06-18,2018,6,Tuesday,0,0
2018-06-19,2018,6,Wednesday,0.16,0.04
2018-06-20,2018,6,Thursday,0.05,0.08
2018-06-21,2018,6,Friday,0.14,0.28
2018-06-22,2018,6,Saturday,0.98,0.85
2018-06-23,2018,6,Sunday,0.11,0.26
2018-06-24,2018,6,Monday,0,0
2018-06-25,2018,6,Tuesday,0,0
2018-06-26,2018,6,Wednesday,0,0
2018-06-27,2018,6,Thursday,0.61,0.7
2018-06-28,2018,6,Friday,0,0
2018-06-29,2018,6,Saturday,0,0
2018-06-30,2018,6,Sunday,0,0
2018-07-01,2018,7,Monday,0,0
2018-07-02,2018,7,Tuesday,0,0
2018-07-03,2018,7,Wednesday,0,0
2018-07-04,2018,7,Thursday,0,0
2018-07-05,2018,7,Friday,0.44,0.87
2018-07-06,2018,7,Saturday,0.21,0.24
2018-07-07,2018,7,Sunday,0,0
2018-07-08,2018,7,Monday,0,0
2018-07-09,2018,7,Tuesday,0,0
2018-07-10,2018,7,Wednesday,0,0.01
2018-07-11,2018,7,Thursday,0,0
2018-07-12,2018,7,Friday,0,0
2018-07-13,2018,7,Saturday,0,0
2018-07-14,2018,7,Sunday,0,0
2018-07-15,2018,7,Monday,0.23,0.12
2018-07-16,2018,7,Tuesday,0.03,0
2018-07-17,2018,7,Wednesday,0.21,0.97
2018-07-18,2018,7,Thursday,0,0
2018-07-19,2018,7,Friday,0,0
2018-07-20,2018,7,Saturday,0,0
2018-07-21,2018,7,Sunday,0.63,0.84
2018-07-22,2018,7,Monday,0.16,0.25
2018-07-23,2018,7,Tuesday,0,0
2018-07-24,2018,7,Wednesday,0,0
2018-07-25,2018,7,Thursday,0,0
2018-07-26,2018,7,Friday,0,0
2018-07-27,2018,7,Saturday,0,0
2018-07-28,2018,7,Sunday,0,0
2018-07-29,2018,7,Monday,0,0
2018-07-30,2018,7,Tuesday,0,-99.9
2018-07-31,2018,7,Wednesday,-99.9,-99.9
2018-08-01,2018,8,Thursday,0.04,0.02
2018-08-02,2018,8,Friday,0,0.01
2018-08-03,2018,8,Saturday,0,0
2018-08-04,2018,8,Sunday,0,0
2018-08-05,2018,8,Monday,0,0
2018-08-06,2018,8,Tuesday,0,0
2018-08-07,2018,8,Wednesday,0.14,0.17
2018-08-08,2018,8,Thursday,0.09,0.09
2018-08-09,2018,8,Friday,0.07,0.15
2018-08-10,2018,8,Saturday,0.63,0.34
2018-08-11,2018,8,Sunday,0,0.01
2018-08-12,2018,8,Monday,0,0
2018-08-13,2018,8,Tuesday,0,0
2018-08-14,2018,8,Wednesday,0,0
2018-08-15,2018,8,Thursday,0,0
2018-08-16,2018,8,Friday,0,0
2018-08-17,2018,8,Saturday,0.05,0.05
2018-08-18,2018,8,Sunday,0.08,0.22
2018-08-19,2018,8,Monday,0,0
2018-08-20,2018,8,Tuesday,0,0
2018-08-21,2018,8,Wednesday,2.79,2.71
2018-08-22,2018,8,Thursday,0.23,0.61
2018-08-23,2018,8,Friday,0,0
2018-08-24,2018,8,Saturday,0,0
2018-08-25,2018,8,Sunday,0.19,0.13
2018-08-26,2018,8,Monday,0.08,0.04
2018-08-27,2018,8,Tuesday,0.12,0
2018-08-28,2018,8,Wednesday,0,0
2018-08-29,2018,8,Thursday,0.21,0.28
2018-08-30,2018,8,Friday,0.15,0.19
2018-08-31,2018,8,Saturday,0,0
2018-09-01,2018,9,Sunday,0.21,0.8
2018-09-02,2018,9,Monday,0.38,0.05
2018-09-03,2018,9,Tuesday,0.03,0
2018-09-04,2018,9,Wednesday,0.09,0.17
2018-09-05,2018,9,Thursday,0,0
2018-09-06,2018,9,Friday,0.82,1.04
2018-09-07,2018,9,Saturday,0.18,0.21
2018-09-08,2018,9,Sunday,0.23,0.15
2018-09-09,2018,9,Monday,0,0.01
2018-09-10,2018,9,Tuesday,0,0
2018-09-11,2018,9,Wednesday,0,0
2018-09-12,2018,9,Thursday,0,0
2018-09-13,2018,9,Friday,0,0
2018-09-14,2018,9,Saturday,0,0
2018-09-15,2018,9,Sunday,0,0
2018-09-16,2018,9,Monday,0,0
2018-09-17,2018,9,Tuesday,0,0
2018-09-18,2018,9,Wednesday,0,0
2018-09-19,2018,9,Thursday,0,0
2018-09-20,2018,9,Friday,-99.9,0
2018-09-21,2018,9,Saturday,0.09,0.09
2018-09-22,2018,9,Sunday,0,0
2018-09-23,2018,9,Monday,0,0
2018-09-24,2018,9,Tuesday,0,0
2018-09-25,2018,9,Wednesday,0,0.3
2018-09-26,2018,9,Thursday,-99.9,0.34
2018-09-27,2018,9,Friday,-99.9,0
2018-09-28,2018,9,Saturday,-99.9,0
2018-09-29,2018,9,Sunday,-99.9,0
2018-09-30,2018,9,Monday,-99.9,0.02
2018-10-01,2018,10,Tuesday,-99.9,0
2018-10-02,2018,10,Wednesday,0,0
2018-10-03,2018,10,Thursday,-99.9,0
2018-10-04,2018,10,Friday,-99.9,0.02
2018-10-05,2018,10,Saturday,-99.9,0.43
2018-10-06,2018,10,Sunday,-99.9,1.29
2018-10-07,2018,10,Monday,-99.9,1.02
2018-10-08,2018,10,Tuesday,-99.9,0.03
2018-10-09,2018,10,Wednesday,-99.9,0
2018-10-10,2018,10,Thursday,-99.9,0
2018-10-11,2018,10,Friday,-99.9,0.76
2018-10-12,2018,10,Saturday,-99.9,0
2018-10-13,2018,10,Sunday,-99.9,0.07
2018-10-14,2018,10,Monday,-99.9,0
2018-10-15,2018,10,Tuesday,-99.9,0.1
2018-10-16,2018,10,Wednesday,-99.9,0
2018-10-17,2018,10,Thursday,-99.9,0
2018-10-18,2018,10,Friday,-99.9,0
2018-10-19,2018,10,Saturday,-99.9,0
2018-10-20,2018,10,Sunday,-99.9,0.03
2018-10-21,2018,10,Monday,-99.9,0
2018-10-22,2018,10,Tuesday,-99.9,0
2018-10-23,2018,10,Wednesday,-99.9,0
2018-10-24,2018,10,Thursday,-99.9,0
2018-10-25,2018,10,Friday,-99.9,0
2018-10-26,2018,10,Saturday,-99.9,0
2018-10-27,2018,10,Sunday,-99.9,0
2018-10-28,2018,10,Monday,-99.9,0.28
2018-10-29,2018,10,Tuesday,-99.9,0.01
2018-10-30,2018,10,Wednesday,-99.9,0
2018-10-31,2018,10,Thursday,-99.9,0.84
2018-11-01,2018,11,Friday,-99.9,0
2018-11-02,2018,11,Saturday,-99.9,0.4
2018-11-03,2018,11,Sunday,-99.9,0
2018-11-04,2018,11,Monday,-99.9,0.13
2018-11-05,2018,11,Tuesday,-99.9,0.45
2018-11-06,2018,11,Wednesday,-99.9,0.3
2018-11-07,2018,11,Thursday,-99.9,0
2018-11-08,2018,11,Friday,-99.9,0
2018-11-09,2018,11,Saturday,0.07,0.09
2018-11-10,2018,11,Sunday,0,0
2018-11-11,2018,11,Monday,0,0
2018-11-12,2018,11,Tuesday,0,0
2018-11-13,2018,11,Wednesday,0.09,0.03
2018-11-14,2018,11,Thursday,0,0
2018-11-15,2018,11,Friday,0.26,0.1
2018-11-16,2018,11,Saturday,0.02,0.05
2018-11-17,2018,11,Sunday,0.01,0
2018-11-18,2018,11,Monday,0.2,0.15
2018-11-19,2018,11,Tuesday,0,0
2018-11-20,2018,11,Wednesday,0.05,0.01
2018-11-21,2018,11,Thursday,0,0
2018-11-22,2018,11,Friday,0,0
2018-11-23,2018,11,Saturday,0,0
2018-11-24,2018,11,Sunday,0.23,0.28
2018-11-25,2018,11,Monday,0.01,0.01
2018-11-26,2018,11,Tuesday,0.98,1.24
2018-11-27,2018,11,Wednesday,0,0.01
2018-11-28,2018,11,Thursday,0,0
2018-11-29,2018,11,Friday,0.01,0.01
2018-11-30,2018,11,Saturday,0,0
2018-12-01,2018,12,Sunday,0,0
2018-12-02,2018,12,Monday,0.74,0.44
2018-12-03,2018,12,Tuesday,0.21,0.14
2018-12-04,2018,12,Wednesday,0.41,0.34
2018-12-05,2018,12,Thursday,0.01,0
2018-12-06,2018,12,Friday,-99.9,0
2018-12-07,2018,12,Saturday,-99.9,0
2018-12-08,2018,12,Sunday,-99.9,0
2018-12-09,2018,12,Monday,-99.9,0
2018-12-10,2018,12,Tuesday,-99.9,0
2018-12-11,2018,12,Wednesday,-99.9,0
2018-12-12,2018,12,Thursday,-99.9,0
2018-12-13,2018,12,Friday,-99.9,0
2018-12-14,2018,12,Saturday,-99.9,0.48
2018-12-15,2018,12,Sunday,-99.9,0
2018-12-16,2018,12,Monday,-99.9,0
2018-12-17,2018,12,Tuesday,-99.9,0
2018-12-18,2018,12,Wednesday,0,0
2018-12-19,2018,12,Thursday,0,0
2018-12-20,2018,12,Friday,0,0
2018-12-21,2018,12,Saturday,0.09,0.06
2018-12-22,2018,12,Sunday,0.02,0.02
2018-12-23,2018,12,Monday,0,0
2018-12-24,2018,12,Tuesday,0,0
2018-12-25,2018,12,Wednesday,0,0
2018-12-26,2018,12,Thursday,0,0
2018-12-27,2018,12,Friday,0,0
2018-12-28,2018,12,Saturday,0.49,0.69
2018-12-29,2018,12,Sunday,0.02,0.02
2018-12-30,2018,12,Monday,0,0.02
2018-12-31,2018,12,Tuesday,0.24,0.28
2019-01-01,2019,1,Wednesday,0.87,0.73
2019-01-02,2019,1,Thursday,0.04,0.02
2019-01-03,2019,1,Friday,0,0
2019-01-04,2019,1,Saturday,0,0
2019-01-05,2019,1,Sunday,0,0
2019-01-06,2019,1,Monday,0,0
2019-01-07,2019,1,Tuesday,0,0
