sale_date,sale_price,house_square_feet,attic_finished_square_feet,basement_square_feet,attached_garage_square_feet,detached_garage_square_feet,fireplaces,hvac_description,exterior,interior,stories,roof_cover,year_built,bedrooms,bathrooms,waterfront_type,view_quality,utility_sewer
2020-01-22,563000,3151,0,0,960,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2016,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,90000,1607,0,0,0,480,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1943,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-02,349950,1406,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Built Up Rock,1965,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-21,421500,2205,0,0,450,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1998,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,289000,848,360,0,0,0,0,Electric Baseboard,Masonry Common Brick,Drywall,1,Composition Shingle,1943,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-07,366900,1482,0,0,400,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2019,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-15,387000,1432,0,0,387,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1994,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-16,377200,1268,0,440,506,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1966,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-10,593950,3483,0,0,561,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-23,300000,1502,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1908,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-16,309900,1100,0,0,480,0,1,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1996,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-17,284000,949,0,0,392,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1951,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-17,417500,1756,0,832,520,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1998,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-16,360000,2258,0,0,450,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2003,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,360500,1450,0,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1976,3,2,,View Lim -,SEWER/SEPTIC INSTALLED
2020-01-21,389000,1076,0,0,440,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1941,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-17,246500,1520,0,0,260,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1980,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-17,430000,1930,0,0,694,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2002,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-17,390000,1896,0,0,361,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2003,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-23,305000,1211,0,0,480,0,0,Electric Baseboard,Frame Vinyl,Drywall,2,Composition Shingle,2019,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-22,850000,3037,0,1800,0,0,3,Heat Pump,Frame Siding,Drywall,2,Built Up Rock,2007,3,3,,View Lim -,SEWER/SEPTIC INSTALLED
2020-01-07,364900,1676,0,0,380,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-07,400900,2224,0,0,399,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-21,395950,1764,802,0,400,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,580000,2656,0,0,1342,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2016,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,350000,1084,0,1084,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1951,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-16,196000,962,0,962,0,0,0,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1959,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-21,309000,1159,0,1152,528,0,2,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1989,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-23,335000,2203,0,0,414,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2009,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-23,723000,3543,0,0,670,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2006,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-11,180000,1440,0,0,720,0,1,Electric Baseboard,Frame Hardboard,Drywall,2,Built Up Rock,1986,2,2,,,SEWER/SEPTIC INSTALLED
2020-01-08,416280,2288,0,0,400,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-21,480000,1894,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1976,2,2,,,SEWER/SEPTIC INSTALLED
2020-01-16,435000,3118,0,0,790,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2011,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-10,246950,960,0,0,0,1068,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1949,1,1,,,SEWER/SEPTIC INSTALLED
2020-01-14,545000,2876,0,0,1092,0,2,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1981,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-02,198000,1651,0,0,552,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1977,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-17,265000,953,0,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1954,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-07,87386,1790,0,0,556,0,2,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1983,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-13,425000,1716,0,0,506,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2018,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-23,349000,1289,0,1169,0,0,2,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1973,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-17,550000,2640,0,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2004,6,2,,,SEWER/SEPTIC INSTALLED
2020-01-15,426950,2471,0,0,567,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1978,3,2,,View Lim,SEWER/SEPTIC INSTALLED
2020-01-22,300000,1796,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1963,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-16,1847000,3846,0,0,0,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1986,3,3,WF Salt,,SEWER/SEPTIC INSTALLED
2020-01-21,461000,1744,0,0,440,0,1,Hot Water Baseboard,Frame Siding,Drywall,2,Composition Shingle,1981,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-23,290000,1114,0,0,340,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1967,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-22,315000,1437,0,0,0,0,0,Electric Baseboard,Frame Vinyl,Drywall,1,Composition Shingle,1924,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-23,80000,1482,0,0,360,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2021,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-07,440000,2171,0,1080,0,0,0,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1912,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-16,415000,2252,0,0,456,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2015,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,549000,2509,0,0,648,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1969,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-23,390000,1920,0,0,576,0,0,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2017,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-24,205000,1260,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1955,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-13,467529,2536,0,0,440,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,455000,1804,0,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,2015,3,2,,View Lim,SEWER/SEPTIC INSTALLED
2020-01-24,451009,2230,0,0,630,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-22,297300,912,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1946,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-22,165000,1364,0,0,0,0,0,Electric Baseboard,Frame Vinyl,Drywall,2,Built Up Rock,1947,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-24,549700,2778,0,0,0,0,1,Forced Air,Frame Siding,Drywall,2,Built Up Rock,1956,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-07,440000,2171,0,1080,0,0,0,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1912,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,162000,1364,0,800,0,0,0,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1907,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-07,524995,2297,0,740,360,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,6,4,,,SEWER/SEPTIC INSTALLED
2020-01-24,517000,1965,0,0,0,0,1,Hot Water Baseboard,Frame Siding,Drywall,2,Composition Shingle,1890,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-02,284500,760,240,760,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1917,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-21,365000,1522,0,0,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1928,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-22,248000,1620,0,0,0,0,1,Heat Pump,Masonry Common Brick,Drywall,1,Composition Shingle,1958,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-23,425000,2730,0,1386,340,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1940,6,3,,View Lim +,SEWER/SEPTIC INSTALLED
2020-01-22,372500,1495,0,866,462,0,2,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1964,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-23,332000,972,0,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1930,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-13,165613,2213,0,0,430,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2003,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,285000,1174,0,0,440,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1973,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-09,480000,2302,0,0,737,0,2,Forced Air,Frame Siding,Drywall,2,Wood Shake,1994,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-23,400000,1855,0,0,484,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1978,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-21,104817,864,0,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1949,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-09,415000,2400,0,0,636,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1981,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-24,335000,1686,0,0,648,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2000,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-24,429950,2016,0,0,616,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1973,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-22,565000,2558,0,1092,528,1440,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1996,3,4,,,SEWER/SEPTIC INSTALLED
2020-01-13,498655,2536,0,0,440,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2019,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-08,385000,1829,0,0,525,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1966,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-24,435000,2125,0,0,540,0,2,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,1991,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-07,367900,1676,0,0,380,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,354000,2332,0,0,418,0,0,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,2010,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,409950,2267,0,0,392,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2016,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-10,307500,1181,0,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1915,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-24,150000,1578,0,0,480,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1992,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-21,324000,1492,0,0,400,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1997,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-23,424000,2487,0,0,543,0,0,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2008,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,367500,2259,0,0,400,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2004,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-21,408000,1585,0,0,480,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,1994,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-27,260000,1232,0,0,308,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2019,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-23,290000,1140,536,1076,0,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1940,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-21,580000,3061,0,0,660,0,1,Forced Air,Frame Siding,Drywall,2,Concrete Tile,2002,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-10,327500,1692,0,0,390,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2017,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-21,342500,1466,0,399,0,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,1925,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-15,411000,1790,0,0,528,0,1,Electric Baseboard,Frame Vinyl,Drywall,2,Concrete Tile,1991,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-07,1500000,4761,0,1623,696,0,2,Heat Pump,Frame Stucco,Drywall,2,Composition Shingle,2002,4,3,,View V-Good,SEWER/SEPTIC INSTALLED
2020-01-22,351500,1968,0,0,576,0,0,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2014,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-22,344000,1838,0,0,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1977,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-23,535000,1428,0,1768,440,0,2,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2016,4,3,,View Lim +,SEWER/SEPTIC INSTALLED
2020-01-24,216000,845,0,0,0,546,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1947,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-23,429627,2592,0,0,434,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2015,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,415000,1857,0,0,439,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2002,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-03,282000,896,0,0,0,0,0,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1952,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-20,489068,1886,0,0,600,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2020,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-22,420000,2080,0,0,484,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2006,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-15,350000,1796,0,0,440,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2010,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,280000,1814,0,0,484,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,2021,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-25,112370,856,260,0,0,0,1,Floor/Wall Furnace,Frame Siding,Drywall,1,Composition Shingle,1915,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-18,464950,3048,0,0,640,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2007,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,679000,1366,0,1366,0,0,2,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1969,2,3,,View Lim,SEWER/SEPTIC INSTALLED
2020-01-24,685000,1296,0,1253,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1995,3,3,,View Lim,SEWER/SEPTIC INSTALLED
2020-01-22,303000,1244,0,0,400,0,1,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1996,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-27,352000,1702,0,0,462,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1997,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,268700,1648,0,0,0,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1970,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-06,529950,3092,0,0,464,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-16,725000,1000,0,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1920,2,1,,,SEWER AVAILABLE
2020-01-16,725000,504,0,0,0,0,0,None,Frame Siding,,0,,1940,0,0,,,SEWER AVAILABLE
2020-01-10,227300,736,0,0,0,0,0,Floor/Wall Furnace,Frame Siding,Drywall,1,Composition Shingle,1944,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-27,409950,1776,0,0,456,0,0,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2020,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-24,477000,2757,0,0,660,0,2,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,1994,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,562350,3096,0,0,438,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-23,350000,1599,0,0,696,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2008,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-21,280200,840,0,0,0,396,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1949,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-24,380000,1472,0,0,440,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1988,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-23,392000,1570,0,0,440,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2004,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-16,578000,2622,0,0,536,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,1999,4,3,,View Avg,SEWER/SEPTIC INSTALLED
2020-01-27,540000,1538,0,1538,702,0,1,Forced Air,Frame Siding,Drywall,1,Concrete Tile,1969,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-24,380000,2044,0,0,440,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2001,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-17,409000,1911,0,0,638,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2013,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-24,300000,756,320,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1935,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-27,325000,1400,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1975,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-22,319900,968,0,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1933,2,2,,,SEWER/SEPTIC INSTALLED
2020-01-13,306000,1014,0,0,0,0,1,Heat Pump,Frame Vinyl,Drywall,1,Composition Shingle,1957,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-23,395012,1629,0,0,650,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,1994,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-24,549950,2459,0,0,441,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,329000,1206,0,0,286,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1974,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-16,348000,2126,0,0,398,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2004,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-24,130000,1027,0,0,0,484,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1966,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-14,494500,3272,0,0,656,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2009,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-16,665020,2740,0,0,997,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,View Avg,SEWER/SEPTIC INSTALLED
2020-01-24,378000,1256,0,0,0,384,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1915,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-03,584950,3195,0,0,581,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-16,492243,1929,0,0,441,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2019,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-24,571375,2653,0,0,662,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2013,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-28,305000,1259,0,0,428,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,2000,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-28,600000,1560,0,1560,0,0,1,Hot Water Baseboard,Frame Siding,Drywall,1,Wood Shake,1983,3,2,WF Stream/Creek,,SEWER/SEPTIC INSTALLED
2020-01-24,559950,2459,0,0,441,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,205000,1824,0,0,0,0,0,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1978,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-28,170500,1032,0,0,528,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1984,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-23,486309,2740,0,0,562,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,536000,2831,0,0,420,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2016,5,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,323300,2132,0,0,456,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1996,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,375000,2110,0,0,638,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2011,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-28,308000,1679,0,500,0,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1903,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,320000,720,0,540,0,240,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1922,2,2,WF River,,SEWER/SEPTIC INSTALLED
2020-01-17,300000,1212,0,0,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1905,3,1,,,SEWER/SEPTIC INSTALLED
2020-01-23,484799,2352,0,0,606,0,0,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,1993,4,2,,,SEWER/SEPTIC INSTALLED
2020-01-21,549997,2022,0,0,706,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1993,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-17,363950,1508,0,0,480,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1989,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-22,259000,848,0,0,0,300,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1940,2,1,,,SEWER/SEPTIC INSTALLED
2020-01-29,222988,600,0,0,0,0,0,Floor/Wall Furnace,Frame Siding,Drywall,1,Composition Shingle,1910,1,1,,,SEWER/SEPTIC INSTALLED
2020-01-16,405000,1491,0,0,484,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2019,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-27,362500,1630,0,0,400,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2002,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-28,334000,1923,0,0,808,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2000,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-24,396500,2277,0,0,588,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2011,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-24,700000,2794,0,0,754,0,2,Heat Pump,Frame Siding,Drywall,2,Concrete Tile,2000,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,419000,3035,0,0,560,0,2,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2008,4,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,403000,1629,0,0,442,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2011,3,3,,,SEWER/SEPTIC INSTALLED
2020-01-27,223000,1032,312,1032,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1926,3,2,,,SEWER/SEPTIC INSTALLED
2020-01-21,720000,2740,0,1452,0,0,2,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2004,3,3,,View Lim,SEWER/SEPTIC INSTALLED
2020-01-27,300000,1994,0,966,0,0,0,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1902,6,2,,,SEWER/SEPTIC INSTALLED
